Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Communications,,,CCM200001,,1,23197,25952,Communications,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Games Readiness,,,GOE100130,,2,45380,54595,Operational Delivery,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Games Readiness,,,GOE100130,,2,29263,36403,Operational Delivery,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE LOCOG Relations,,,GOE100013,,3.8,45380,54595,Finance,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE LOCOG Relations,,,GOE100013,,1,52963,66005,Finance,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE LOCOG Relations,,,GOE100119,,1,52963,66005,Finance,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE LOCOG Relations,,,GOE100013,,1,29263,36403,Finance,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE LOCOG Relations,,,GOE100013,,1,29263,36403,Finance,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Legacy,,,GOE100009,,4,45380,54595,Policy,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Legacy,,,GOE100009,,2,52963,66005,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Legacy,,,GOE100005,,1,29263,36403,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Legacy,,,GOE100009,,2.9,29263,36403,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Programme Risk and Management,,,GOE100014,,1,45380,54595,Policy,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Programme Risk and Management,,,GOE100014,,2,52963,66005,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Olympic Programme Risk and Management,,,GOE100119,,1,29263,36403,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Operations,,,GOE100005,,1.75,29263,36403,Operational Delivery,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Operations,,,GOE100005,,1,23197,25952,Operational Delivery,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Programmes,,,GOE100155,,1,29263,36403,Policy,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Programmes,,,GOE100155,,2,23197,25952,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Projects,,,GOE100008,,1,45380,54595,Programme and Project Management (PPM),,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Projects,,,GOE100008,,1,52963,66005,Programme and Project Management (PPM),,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Projects,,,GOE100008,,2,29263,36403,Programme and Project Management (PPM),,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Projects,,,GOE100008,,1,23197,25952,Programme and Project Management (PPM),,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Security and Regeneration,,,GOE100010,,1,45380,54595,Policy,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Security and Regeneration,,,GOE100010,,1,23197,25952,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Staging,,,GOE100011,,4.8,45380,54595,Policy,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Staging,,,GOE100011,,1,52963,66005,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE Staging,,,GOE100011,,9,29263,36403,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE UK Wide Operations,,,GOE100114,,5,45380,54595,Operational Delivery,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE UK Wide Operations,,,GOE100114,,1,52963,66005,Operational Delivery,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE UK Wide Operations,,,GOE100114,,2,29263,36403,Operational Delivery,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GOE UK Wide Operations,,,GOE100114,,1,23197,25952,Operational Delivery,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,GAC100000,,1,45380,54595,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,GAC100000,,3,29263,36403,Policy,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,GAC100000,,4,23197,25952,Policy,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Art Collection,,,GAC100000,,2.19,23197,25952,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,HRM100024,,1,45380,54595,Human Resources,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,HRM100024,,1.8,52963,66005,Human Resources,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,HRM100024,,1,29263,36403,Human Resources,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,HRM100024,,1,29263,36403,Human Resources,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,HRM100024,,2.72,23197,25952,Human Resources,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,HRM100024,,1,23197,25952,Human Resources,,
Mar-11,Junior,,,D,Administrative Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Human Resources,,,HRM100024,,3,19436,21023,Human Resources,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Information Systems,,,FIN099997,,1,52963,66005,Information Technology,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Information Systems,,,FIN099997,,4,29263,36403,Information Technology,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Information Systems,,,FIN099997,,3,23197,25952,Information Technology,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,3,45380,54595,Communications,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,3,45380,54595,Communications,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,1,52963,66005,Communications,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,1,52963,66005,Communications,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,15,29263,36403,Communications,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,1,29263,36403,Communications,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,1,29263,36403,Communications,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,26.9,23197,25952,Communications,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,2,23197,25952,Communications,,
Mar-11,Junior,,,D,Administrative Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,10,19436,21023,Communications,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",News and Communications,,,NEW100001,,6.58,45380,54595,Communications,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",News and Communications,,,NEW100001,,6.98,29263,36403,Communications,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",News and Communications,,,NEW100001,,4,29263,36403,Communications,,
Mar-11,Junior,,,C,Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",News and Communications,,,NEW100001,,0.6,23197,25952,Communications,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,1,45380,54595,Policy,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Ministerial Support Team,,,SOS100002,,1,29263,36403,Policy,,
Mar-11,Junior,,,A,Team Leader,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement & Property Services,,,FIN099997,,1,45380,54595,Property and asset management,,
Mar-11,Junior,,,A(U),Deputy Head,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement & Property Services,,,FIN099997,,1,52963,66005,Procurement,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement & Property Services,,,FIN099997,,2,29263,36403,Procurement,,
Mar-11,Junior,,,B,Higher/Senior Executive Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Procurement & Property Services,,,FIN099997,,2,29263,36403,Property and asset management,,
Sep-10,Senior,PSO10036,Jonathan Stephens,Permanent Secretary,Permanent Secretary,"As the DCMS accounting officer, the Permanent Secretary is personally accountable to Parliament for the proper, prudent and effective use of public money by both the Department and its non departmental public bodies",,,Permanent Secretary,0207 211 6256,jonathan.stephens@culture.gsi.gov.uk,-,"360,038",,,,,,
Sep-10,Senior,PDG100000,Andrew Ramsay,SCS3,"Director General, Partnerships and Programmes",Senior responsible in the delivery of Government services in the sectors,,,P&P DGO Director General's Office,020-7211 6410,andrew.ramsay@culture.gsi.gov.uk,PSO10036,"986,891",,,,,,
Sep-10,Senior,DEA100000,Anita Charlesworth,SCS2,"Director, Chief Analyst",Leading strategic research to enhance the Department's evidence base,,,P&P EAA Evidence and Analysis Unit,020-7211 6412,anita.charlesworth@culture.gsi.gov.uk,PDG100000,"100,000",,,,,,
Sep-10,Senior,GOE100119,David Goldstone,SCS2,"Director of Finance, GOE","Responsible for assuring the delivery of the Games’ venues and infrastructure, and that the whole programme remains on budget and provides value for money",,,GOE Finance,020-7211 6445,david.goldstone@culture.gsi.gov.uk,GOE100001,"200,000",,,,,,
Sep-10,Senior,GOE100001,Jeremy Beeton,SCS3,"Director General, Government Olympic Executive",Head of GOE and Senior Responsible Owner for Olympic Programme Coordination.,,,GOE Leadership & Secretariat,020-7211 6907,jeremy.beeton@culture.gsu.gov.uk,PSO10036,"506,792",,,,,,
Sep-10,Senior,CUL100000,Mick Elliott,SCS2,"Director, Culture","Leading the delivery of services in arts, museums and galleries, architecture and design, historic environment and libraries",,,P&P CUL Culture,020-7211 6328,michael.elliott@culture.gsi.gov.uk,PDG100000,"200,000",,,,,,
